19:37:36.921 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/aiden/softwares/gatk-4.1.4.1/gatk-package-4.1.4.1-local.jar!/com/intel/gkl/native/libgkl_compression.so
Apr 20, 2020 7:37:37 PM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
19:37:37.090 INFO  SplitNCigarReads - ------------------------------------------------------------
19:37:37.091 INFO  SplitNCigarReads - The Genome Analysis Toolkit (GATK) v4.1.4.1
19:37:37.091 INFO  SplitNCigarReads - For support and documentation go to https://software.broadinstitute.org/gatk/
19:37:37.091 INFO  SplitNCigarReads - Executing as aiden@baderlab-Precision-Tower-5810 on Linux v5.3.0-40-generic amd64
19:37:37.091 INFO  SplitNCigarReads - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_152-release-1056-b12
19:37:37.091 INFO  SplitNCigarReads - Start Date/Time: April 20, 2020 7:37:36 EDT PM
19:37:37.091 INFO  SplitNCigarReads - ------------------------------------------------------------
19:37:37.091 INFO  SplitNCigarReads - ------------------------------------------------------------
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Version: 2.21.0
19:37:37.092 INFO  SplitNCigarReads - Picard Version: 2.21.2
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Defaults.COMPRESSION_LEVEL : 2
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
19:37:37.092 INFO  SplitNCigarReads - Deflater: IntelDeflater
19:37:37.092 INFO  SplitNCigarReads - Inflater: IntelInflater
19:37:37.092 INFO  SplitNCigarReads - GCS max retries/reopens: 20
19:37:37.092 INFO  SplitNCigarReads - Requester pays: disabled
19:37:37.092 INFO  SplitNCigarReads - Initializing engine
19:37:37.351 INFO  SplitNCigarReads - Done initializing engine
19:37:37.378 INFO  ProgressMeter - Starting traversal
19:37:37.378 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
--verbosity,-verbosity:LogLevel
                              Control verbosity of logging.  Default value: INFO. Possible values: {ERROR, WARNING,
                              INFO, DEBUG} 

--version:Boolean             display the version number for this tool  Default value: false. Possible values: {true,
                              false} 


Advanced Arguments:

--active-probability-threshold:Double
                              Minimum probability for a locus to be considered active.  Default value: 0.002. 

--adaptive-pruning:Boolean    Use Mutect2's adaptive graph pruning algorithm  Default value: false. Possible values:
                              {true, false} 

--adaptive-pruning-initial-error-rate:Double
                              Initial base error rate estimate for adaptive pruning  Default value: 0.001. 

--all-site-pls:Boolean        Annotate all sites with PLs  Default value: false. Possible values: {true, false} 

--allow-non-unique-kmers-in-ref:Boolean
                              Allow graphs that have non-unique kmers in the reference  Default value: false. Possible
                              values: {true, false} 

--assembly-region-padding:Integer
                              Number of additional bases of context to include around each assembly region  Default
                              value: 100. 

--bam-output,-bamout:String   File to which assembled haplotypes should be written  Default value: null. 

--bam-writer-type:WriterType  Which haplotypes should be written to the BAM  Default value: CALLED_HAPLOTYPES. Possible
                              values: {ALL_POSSIBLE_HAPLOTYPES, CALLED_HAPLOTYPES} 

--comparison,-comp:FeatureInput
                              Comparison VCF file(s)  This argument may be specified 0 or more times. Default value:
                              null. 

--contamination-fraction-per-sample-file,-contamination-file:File
                              Tab-separated File containing fraction of contamination in sequencing data (per sample) to
                              aggressively remove. Format should be "<SampleID><TAB><Contamination>" (Contamination is
                              double) per line; No header.  Default value: null. 

--debug-assembly,-debug:Boolean
                              Print out verbose debug information about each assembly region  Default value: false.
                              Possible values: {true, false} 

--disable-optimizations:Boolean
                              Don't skip calculations in ActiveRegions with no variants  Default value: false. Possible
                              values: {true, false} 

--disable-tool-default-annotations,-disable-tool-default-annotations:Boolean
                              Disable all tool default annotations  Default value: false. Possible values: {true, false}

--disable-tool-default-read-filters,-disable-tool-default-read-filters:Boolean
                              Disable all tool default read filters (WARNING: many tools will not function correctly
                              without their default read filters on)  Default value: false. Possible values: {true,
                              false} 

--do-not-run-physical-phasing:Boolean
                              Disable physical phasing  Default value: false. Possible values: {true, false} 

--dont-increase-kmer-sizes-for-cycles:Boolean
                              Disable iterating over kmer sizes when graph cycles are detected  Default value: false.
                              Possible values: {true, false} 

--dont-trim-active-regions:Boolean
                              If specified, we will not trim down the active region from the full region (active +
                              extension) to just the active interval for genotyping  Default value: false. Possible
                              values: {true, false} 

--dont-use-soft-clipped-bases:Boolean
                              Do not analyze soft clipped bases in the reads  Default value: false. Possible values:
                              {true, false} 

--emit-ref-confidence,-ERC:ReferenceConfidenceMode
                              Mode for emitting reference confidence scores (For Mutect2, this is a BETA feature) 
                              Default value: NONE. Possible values: {NONE, BP_RESOLUTION, GVCF} 

--enable-all-annotations:Boolean
                              Use all possible annotations (not for the faint of heart)  Default value: false. Possible
                              values: {true, false} 

--floor-blocks:Boolean        Output the band lower bound for each GQ block regardless of the data it represents 
                              Default value: false. Possible values: {true, false} 

--force-active:Boolean        If provided, all regions will be marked as active  Default value: false. Possible values:
                              {true, false} 

--force-call-filtered-alleles,-genotype-filtered-alleles:Boolean
                              Force-call filtered alleles included in the resource specified by --alleles  Default
                              value: false. Possible values: {true, false} 

--gvcf-gq-bands,-GQB:Integer  Exclusive upper bounds for reference confidence GQ bands (must be in [1, 100] and
                              specified in increasing order)  This argument may be specified 0 or more times. Default
                              value: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23,
                              24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45,
                              46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 70, 80, 90, 99]. 

--indel-size-to-eliminate-in-ref-model:Integer
                              The size of an indel to check for in the reference model  Default value: 10. 

--input-prior:Double          Input prior for calls  This argument may be specified 0 or more times. Default value:
                              null. 

--kmer-size:Integer           Kmer size to use in the read threading assembler  This argument may be specified 0 or more
                              times. Default value: [10, 25]. 

--max-alternate-alleles:Integer
                              Maximum number of alternate alleles to genotype  Default value: 6. 

--max-assembly-region-size:Integer
                              Maximum size of an assembly region  Default value: 300. 

--max-genotype-count:Integer  Maximum number of genotypes to consider at any site  Default value: 1024. 

--max-mnp-distance,-mnp-dist:Integer
                              Two or more phased substitutions separated by this distance or less are merged into MNPs. 
                              Default value: 0. 

--max-num-haplotypes-in-population:Integer
                              Maximum number of haplotypes to consider for your population  Default value: 128. 

--max-prob-propagation-distance:Integer
                              Upper limit on how many bases away probability mass can be moved around when calculating
                              the boundaries between active and inactive assembly regions  Default value: 50. 

--max-unpruned-variants:Integer
                              Maximum number of variants in graph the adaptive pruner will allow  Default value: 100. 

--min-assembly-region-size:Integer
                              Minimum size of an assembly region  Default value: 50. 

--min-dangling-branch-length:Integer
                              Minimum length of a dangling branch to attempt recovery  Default value: 4. 

--min-pruning:Integer         Minimum support to not prune paths in the graph  Default value: 2. 

--num-pruning-samples:Integer Number of samples that must pass the minPruning threshold  Default value: 1. 

--pair-hmm-gap-continuation-penalty:Integer
                              Flat gap continuation penalty for use in the Pair HMM  Default value: 10. 

--pair-hmm-implementation,-pairHMM:Implementation
                              The PairHMM implementation to use for genotype likelihood calculations  Default value:
                              FASTEST_AVAILABLE. Possible values: {EXACT, ORIGINAL, LOGLESS_CACHING,
                              AVX_LOGLESS_CACHING, AVX_LOGLESS_CACHING_OMP, EXPERIMENTAL_FPGA_LOGLESS_CACHING,
                              FASTEST_AVAILABLE} 

--pcr-indel-model:PCRErrorModel
                              The PCR indel model to use  Default value: CONSERVATIVE. Possible values: {NONE, HOSTILE,
                              AGGRESSIVE, CONSERVATIVE} 

--phred-scaled-global-read-mismapping-rate:Integer
                              The global assumed mismapping rate for reads  Default value: 45. 

--pruning-lod-threshold:DoubleLn likelihood ratio threshold for adaptive pruning algorithm  Default value:
                              2.302585092994046. 

--recover-all-dangling-branches:Boolean
                              Recover all dangling branches  Default value: false. Possible values: {true, false} 

--showHidden,-showHidden:Boolean
                              display hidden arguments  Default value: false. Possible values: {true, false} 

--smith-waterman:Implementation
                              Which Smith-Waterman implementation to use, generally FASTEST_AVAILABLE is the right
                              choice  Default value: JAVA. Possible values: {FASTEST_AVAILABLE, AVX_ENABLED, JAVA} 

--use-filtered-reads-for-annotations:Boolean
                              Use the contamination-filtered read maps for the purposes of annotating variants  Default
                              value: false. Possible values: {true, false} 

Conditional Arguments for annotation:

Valid only if "RMSMappingQuality" is specified:
--allow-old-rms-mapping-quality-annotation-data:Boolean
                              Override to allow old RMSMappingQuality annotated VCFs to function  Default value: false.
                              Possible values: {true, false} 

Conditional Arguments for readFilter:

Valid only if "AmbiguousBaseReadFilter" is specified:
--ambig-filter-bases:Integer  Threshold number of ambiguous bases. If null, uses threshold fraction; otherwise,
                              overrides threshold fraction.  Default value: null.  Cannot be used in conjuction with
                              argument(s) maxAmbiguousBaseFraction

--ambig-filter-frac:Double    Threshold fraction of ambiguous bases  Default value: 0.05.  Cannot be used in conjuction
                              with argument(s) maxAmbiguousBases

Valid only if "FragmentLengthReadFilter" is specified:
--max-fragment-length:Integer Maximum length of fragment (insert size)  Default value: 1000000. 

--min-fragment-length:Integer Minimum length of fragment (insert size)  Default value: 0. 

Valid only if "IntervalOverlapReadFilter" is specified:
--keep-intervals:String       One or more genomic intervals to keep  This argument must be specified at least once.
                              Required. 

Valid only if "LibraryReadFilter" is specified:
--library,-library:String     Name of the library to keep  This argument must be specified at least once. Required. 

Valid only if "MappingQualityReadFilter" is specified:
--maximum-mapping-quality:Integer
                              Maximum mapping quality to keep (inclusive)  Default value: null. 

--minimum-mapping-quality:Integer
                              Minimum mapping quality to keep (inclusive)  Default value: 20. 

Valid only if "OverclippedReadFilter" is specified:
--dont-require-soft-clips-both-ends:Boolean
                              Allow a read to be filtered out based on having only 1 soft-clipped block. By default,
                              both ends must have a soft-clipped block, setting this flag requires only 1 soft-clipped
                              block  Default value: false. Possible values: {true, false} 

--filter-too-short:Integer    Minimum number of aligned bases  Default value: 30. 

Valid only if "PlatformReadFilter" is specified:
--platform-filter-name:String Platform attribute (PL) to match  This argument must be specified at least once. Required.

Valid only if "PlatformUnitReadFilter" is specified:
--black-listed-lanes:String   Platform unit (PU) to filter out  This argument must be specified at least once. Required.

Valid only if "ReadGroupBlackListReadFilter" is specified:
--read-group-black-list:StringThe name of the read group to filter out  This argument must be specified at least once.
                              Required. 

Valid only if "ReadGroupReadFilter" is specified:
--keep-read-group:String      The name of the read group to keep  Required. 

Valid only if "ReadLengthReadFilter" is specified:
--max-read-length:Integer     Keep only reads with length at most equal to the specified value  Required. 

--min-read-length:Integer     Keep only reads with length at least equal to the specified value  Default value: 1. 

Valid only if "ReadNameReadFilter" is specified:
--read-name:String            Keep only reads with this read name  Required. 

Valid only if "ReadStrandFilter" is specified:
--keep-reverse-strand-only:Boolean
                              Keep only reads on the reverse strand  Required. Possible values: {true, false} 

Valid only if "SampleReadFilter" is specified:
--sample,-sample:String       The name of the sample(s) to keep, filtering out all others  This argument must be
                              specified at least once. Required. 

Valid only if "SoftClippedReadFilter" is specified:
--invert-soft-clip-ratio-filter:Boolean
                              Inverts the results from this filter, causing all variants that would pass to fail and
                              visa-versa.  Default value: false. Possible values: {true, false} 

--soft-clipped-leading-trailing-ratio:Double
                              Threshold ratio of soft clipped bases (leading / trailing the cigar string) to total bases
                              in read for read to be filtered.  Default value: null.  Cannot be used in conjuction with
                              argument(s) minimumSoftClippedRatio

--soft-clipped-ratio-threshold:Double
                              Threshold ratio of soft clipped bases (anywhere in the cigar string) to total bases in
                              read for read to be filtered.  Default value: null.  Cannot be used in conjuction with
                              argument(s) minimumLeadingTrailingSoftClippedRatio


***********************************************************************

A USER ERROR has occurred: d is not a recognized option

***********************************************************************
Set the system property GATK_STACKTRACE_ON_USER_EXCEPTION (--java-options '-DGATK_STACKTRACE_ON_USER_EXCEPTION=true') to print the stack trace.
Using GATK jar /home/aiden/softwares/gatk-4.1.4.1/gatk-package-4.1.4.1-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /home/aiden/softwares/gatk-4.1.4.1/gatk-package-4.1.4.1-local.jar HaplotypeCaller -R /home/aiden/gary/refdata-cellranger-GRCh38-3.0.0/fasta/genome.fa -I bam/AVM-31-07-2019_sorted.bam_samsorted.bam_sort_addgroup.bam_sort_addgroup_rawdedupped.bamsort_addgroup_dedupped_splitN.bam -dontUseSoftClippedBases -stand_call_conf 20.0 -o bam/AVM-31-07-2019_sorted.bam_samsorted.bam_sort_addgroup.bam_sort_addgroup_rawdedupped.bamsort_addgroup_dedupped_splitN.bamgatk_wholes_genome.vcf
~/gary/refdata-cellranger-GRCh38-3.0.0/fasta/genome.fa
the project path is : /home/aiden/gary/Projects/AVM/sorted/avm4
bam/AVM-31-07-2019_sorted.bam_samsorted.bam_sort_addgroup.bam_sort_addgroup_rawdedupped.bamsort_addgroup_dedupped_splitN.bam
